Loan_ID,Gender,Married,Dependents,Education,Self_Employed,ApplicantIncome,CoapplicantIncome,LoanAmount,Loan_Amount_Term,Credit_History,Property_Area,Loan_Status
LP000943,Female,,1,Graduate,No,10356,946,256.0,360,1.0,Rural,Y
LP000944,Male,No,2,Graduate,No,7901,9378,331.0,360,1.0,Rural,Y
LP000945,,Yes,0,Graduate,No,5522,1834,,360,1.0,Semiurban,Y
LP000946,Male,Yes,0,Graduate,No,14175,1564,425.0,360,1.0,Semiurban,Y
LP000947,,Yes,0,Graduate,No,13412,7332,53.0,480,,Semiurban,Y
LP000948,Female,Yes,0,Graduate,No,8238,4944,206.0,360,1.0,Semiurban,Y
LP000949,Male,Yes,3+,Graduate,No,17626,1308,298.0,360,1.0,Semiurban,Y
LP000950,Male,Yes,2,Graduate,No,4270,2986,306.0,120,1.0,Semiurban,Y
LP000951,Male,Yes,1,Not Graduate,Yes,14805,386,284.0,360,1.0,Semiurban,Y
LP000952,Male,Yes,1,Not Graduate,No,12469,6131,355.0,360,1.0,Semiurban,Y
LP000953,Female,No,0,Graduate,No,14904,9353,415.0,360,1.0,Semiurban,Y
LP000954,Male,No,3+,Graduate,No,11489,3258,444.0,360,1.0,Semiurban,Y
LP000955,Male,No,1,Not Graduate,No,5715,6121,123.0,360,1.0,Rural,Y
LP000956,Male,Yes,1,Not Graduate,No,14480,4811,236.0,360,1.0,Urban,Y
LP000957,Male,,2,Graduate,No,9194,6574,111.0,360,1.0,Semiurban,Y
LP000958,Male,Yes,0,Graduate,No,19636,6697,386.0,360,1.0,Semiurban,Y
LP000959,Male,No,2,Graduate,No,13161,3933,213.0,180,1.0,Urban,Y
LP000960,Male,Yes,0,Graduate,No,3892,1439,105.0,120,1.0,Semiurban,Y
LP000961,Male,Yes,0,Graduate,No,9289,6169,160.0,360,1.0,Urban,Y
LP000962,Male,No,0,Graduate,No,16885,4480,267.0,360,0.0,Semiurban,N
LP000963,Male,Yes,3+,Graduate,No,19561,55,289.0,360,1.0,Semiurban,Y
LP000964,Male,Yes,2,Graduate,No,2605,3324,,360,1.0,Rural,Y
LP000965,Male,,1,Not Graduate,No,13979,6777,190.0,360,1.0,Semiurban,Y
LP000966,Male,Yes,1,Graduate,No,4446,105,314.0,360,1.0,Urban,Y
LP000967,Male,Yes,0,Graduate,No,8044,3201,188.0,360,1.0,Rural,Y
LP000968,Male,Yes,3+,Graduate,No,19979,669,119.0,180,1.0,Urban,Y
LP000969,Male,Yes,0,Graduate,No,15775,8934,434.0,360,1.0,Rural,Y
LP000970,Male,Yes,0,Not Graduate,No,9485,966,,360,1.0,Rural,Y
LP000971,Female,No,0,Graduate,No,4282,307,247.0,360,1.0,Urban,Y
LP000972,Male,Yes,2,Graduate,No,8713,2138,254.0,360,1.0,Rural,Y
LP000973,Male,Yes,1,Graduate,No,16985,109,263.0,360,0.0,Rural,N
LP000974,Male,Yes,0,Graduate,No,18105,3632,105.0,360,1.0,Rural,Y
LP000975,Male,No,0,Not Graduate,No,7369,6728,336.0,480,1.0,Semiurban,Y
LP000976,Male,Yes,2,Graduate,Yes,12367,5684,342.0,360,,Urban,Y
LP000977,Male,Yes,0,Graduate,No,6481,6499,224.0,360,1.0,Rural,Y
LP000978,Male,No,1,Graduate,Yes,11993,1915,396.0,360,0.0,Urban,N
LP000979,Male,No,3+,Graduate,Yes,8182,556,419.0,360,1.0,Urban,Y
LP000980,Male,Yes,0,Not Graduate,No,8282,7619,177.0,360,1.0,Urban,Y
LP000981,Male,No,0,Not Graduate,No,19827,104,480.0,360,1.0,Urban,Y
LP000982,Male,,1,Graduate,No,11637,2047,,360,1.0,Semiurban,Y
LP000983,Male,Yes,2,Graduate,No,19484,145,374.0,360,1.0,Rural,Y
LP000984,Male,Yes,0,Not Graduate,No,15512,873,491.0,180,1.0,Rural,Y
LP000985,Male,Yes,3+,Not Graduate,No,4024,298,341.0,360,1.0,Urban,Y
LP000986,Male,No,0,Graduate,No,19134,3238,337.0,360,1.0,Rural,Y
LP000987,Male,Yes,0,Graduate,No,2578,8837,275.0,360,1.0,Rural,Y
LP000988,Male,Yes,1,Graduate,No,5623,6382,113.0,360,0.0,Urban,N
LP000989,Female,No,2,Not Graduate,No,9564,2511,475.0,360,1.0,Semiurban,Y
LP000990,Male,No,0,Graduate,No,15568,6596,97.0,180,1.0,Rural,Y
LP000991,Male,Yes,2,Graduate,No,10917,783,251.0,360,1.0,Semiurban,Y
LP000992,Male,Yes,0,Graduate,No,15862,4992,386.0,360,1.0,Rural,Y
LP000993,Male,Yes,0,Graduate,No,3709,370,463.0,360,1.0,Rural,Y
LP000994,Male,No,0,Graduate,Yes,7653,486,454.0,360,1.0,Semiurban,Y
LP000995,Male,No,2,Graduate,No,7398,7378,109.0,360,1.0,Urban,Y
LP000996,Female,No,0,Graduate,Yes,13371,3196,446.0,360,0.0,Semiurban,N
LP000997,Male,Yes,0,Graduate,No,10110,9552,306.0,180,1.0,Urban,Y
LP000998,Female,Yes,0,Graduate,No,13577,4287,114.0,360,1.0,Semiurban,Y
LP000999,Male,Yes,2,Graduate,No,18291,2261,288.0,360,0.0,Rural,N
